기준년월,HSK품목코드,수출입구분코드,수산물수출입품목명,수출입구분명,당월수출입중량(킬로그램),당월수출입미화금액(달러),당해누계수출입중량(킬로그램),당해누계수출입미화금액(달러)
23-Jul,511996000,E,동물성의해면,수출,0,0,9,18096
23-Jul,1212211010,E,김(건조한 것)(식용의 것),수출,1433457,27913984,11346872,192422901
23-Jul,1212211030,E,김(냉동한 것)(식용의 것),수출,0,0,72,1540
23-Jul,1212211090,E,김(기타)(식용의 것),수출,6392,102859,31507,426014
23-Jul,1212212010,E,미역(건조한 것)(식용의 것),수출,183759,2032289,1256331,14808353
23-Jul,1212212020,E,미역(염장한 것)(식용의 것),수출,128641,322723,2088880,3736319
23-Jul,1212212030,E,미역(냉장한 것)(식용의 것),수출,0,0,15,75
23-Jul,1212212040,E,미역(냉동한 것)(식용의 것),수출,6536,16937,2684194,3559634
23-Jul,1212212090,E,미역(기타)(식용의 것),수출,16650,62691,159618,645748
23-Jul,1212213010,E,톳(건조한 것)(식용의 것),수출,67098,898376,795040,8448729
23-Jul,1212213020,E,톳(냉장한 것)(식용의 것),수출,0,0,2,9
23-Jul,1212213090,E,톳(기타)(식용의 것),수출,240,905,5532,56506
23-Jul,1212214010,E,파래(건조한 것)(식용의 것),수출,55,5454,2067,39223
23-Jul,1212214030,E,냉동한 것,수출,0,0,2049,15719
23-Jul,1212214090,E,파래(기타)(식용의 것),수출,1229,7775,27438,716933
23-Jul,1212215010,E,다시마(염장한 것)(식용의 것),수출,26269,56995,196499,315241
23-Jul,1212215020,E,다시마(냉장한 것)(식용의 것),수출,0,0,80,146
23-Jul,1212215030,E,다시마(냉동한 것)(식용의 것),수출,1486,3370,11359,32614
23-Jul,1212215090,E,다시마(기타)(식용의 것),수출,27638,355781,195169,2499261
23-Jul,1212216090,E,우뭇가사리(기타)(식용의 것),수출,18300,187521,262594,1878403
23-Jul,1212217019,E,기타,수출,0,0,2100,7286
23-Jul,1212217029,E,기타,수출,7260,243100,15615,506167
23-Jul,1212219011,E,코토니 및 스피노잠(냉동)(식용의 것),수출,0,0,77,1475
23-Jul,1212219091,E,해초류와 기타조류 기타(냉동)(식용의 것),수출,353,2487,853,3153
23-Jul,1212219099,E,해초류와 기타조류 기타(기타)(식용의 것),수출,5311,49105,71289,517499
23-Jul,1212291010,E,김(냉동한 것),수출,0,0,1050,689
23-Jul,1212291090,E,김(기타),수출,0,0,693,20498
23-Jul,1212292090,E,미역(기타),수출,3068,39870,21652,267310
23-Jul,1212294090,E,파래(기타),수출,0,0,65,409
23-Jul,1212295090,E,다시마(기타),수출,248,3879,4760,45737
23-Jul,1212299091,E,해초류와 기타조류 기타(냉동,수출,0,0,120,1266
23-Jul,1212299099,E,해초류와 기타조류 기타(기타),수출,3481,7898,30983,67292
23-Jul,1302311000,E,실한천,수출,8911,338892,23334,921183
23-Jul,1302312000,E,분한천,수출,52010,1400621,243864,6663286
23-Jul,1302319000,E,한천(실한천/분한천 이외 기타),수출,31,2172,540,11167
